Restaurant Name,Cuisines,Average Cost for two,Price range,Aggregate rating
House of Commons,"Continental, Mediterranean, Italian, North Indian",1400,3,4.0
Johnny Rockets,"Fast Food, American, Burger",1000,3,4.0
Odeon Social,"Continental, American, Asian, North Indian",1600,3,4.1
Pebble Street,"Italian, Mexican, Continental, North Indian, Finger Food",1800,3,4.0
Piali - The Curry Bistro,"Asian, North Indian",1200,3,4.1
Saravana Bhavan,South Indian,500,2,4.3
Smoke On Water,"Continental, Mexican, Burger, American, Pizza, Tex-Mex",1300,3,4.1
Starbucks,Cafe,700,2,4.1
The Darzi Bar & Kitchen,"North Indian, European",1500,3,4.1
The G.T. Road,"North Indian, Afghani, Mughlai",1500,3,4.3
The Town House Cafe,"Continental, North Indian, Italian, Asian",2100,4,4.0
United Coffee House,"North Indian, European, Asian, Mediterranean",2200,4,4.1
Unplugged Courtyard,"North Indian, Continental",1600,3,4.0
Wenger's Deli,"Bakery, Desserts, Fast Food",400,1,4.3
Wenger's,"Bakery, Fast Food, Desserts",400,1,4.3
{Niche} - Cafe & Bar,"North Indian, Chinese, Italian, Continental",1500,3,4.1
Chicken Minar,"North Indian, Chinese",550,2,2.6
G Lounge,"North Indian, Chinese",1900,3,3.2
Gyms Kook,"Continental, Italian",1000,3,3.3
Burger Joint,"Fast Food, Burger",300,1,3.5
Eleven to Eleven,"North Indian, Chinese",800,2,3.1
Le Chef,"North Indian, Chinese, South Indian, Fast Food",800,2,3.3
McDonald's,"Fast Food, Burger",500,2,3.4
The Buffet Wagon,North Indian,950,2,3.3
Haldiram's,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,2,3.5
Connexions Bar - Crowne Plaza,Finger Food,2500,4,3.5
Deli - Crowne Plaza,"Bakery, Desserts, Fast Food",1000,3,3.7
Lobby Lounge - Crowne Plaza,Finger Food,2000,4,3.2
Infinity - Crowne Plaza,"Italian, North Indian, Continental",3000,4,3.5
Fiery Grills,"North Indian, Chinese, Continental",1000,3,3.3
McDonald's,"Fast Food, Burger",500,2,3.4
Cafe Desire,"North Indian, Chinese, Finger Food",1000,3,3.5
Haldiram's,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",550,2,3.7
Kake Di Hatti,North Indian,400,1,3.5
Akash Deep,"North Indian, South Indian, Chinese, Fast Food",600,2,2.8
Al Saad Foods,"North Indian, Fast Food",400,1,3.2
Cafe Coffee Day,Cafe,450,1,2.8
Chandrika,North Indian,400,1,2.9
Dawat-E-Chaman,"North Indian, Mughlai",400,1,3.4
Kallu Nihari,Mughlai,150,1,3.0
King Bikaneri,"North Indian, Chinese, Fast Food, South Indian",400,1,2.9
Manchanda Bakery,"Bakery, Fast Food",200,1,3.1
McDonald's,"Fast Food, Burger",500,2,2.8
Mehta Restaurant,"Street Food, Mithai",150,1,3.2
Shree Jee Rasoi,"North Indian, Chinese",500,2,3.0
Taj Snacks,South Indian,200,1,3.0
Zaika,"North Indian, Chinese, Mughlai",600,2,3.4
Bagli's Kitchen,Parsi,500,2,3.7
Bhaja Govindam,"North Indian, South Indian",700,2,3.8
Changezi Chicken,"North Indian, Mughlai",500,2,3.7
Dilli Gate,"North Indian, Chinese, Mughlai",500,2,3.5
Jahangeer Foods,"North Indian, Mughlai",600,2,3.8
Moti Mahal,"North Indian, Chinese",1100,3,3.6
Nandlal Ka Dhaba,"North Indian, Mughlai",500,2,3.6
Sugandh,North Indian,400,1,3.7
Suvidha Vegetarian,North Indian,350,1,3.6
Anupam Jalpan,North Indian,200,1,0.0
Aunty's Kitchen,North Indian,100,1,0.0
Cafe Coffee Day,Cafe,450,1,0.0
Delhi 6 Foods,North Indian,300,1,0.0
Fry Centre,North Indian,200,1,0.0
Hilal Hotel Nihari,Mughlai,400,1,0.0
Iqbal's Mughal Cuisine,"North Indian, Mughlai",500,2,0.0
Kake Di Hatti Punjabi Khana,North Indian,200,1,0.0
Kaushal Dhaba,North Indian,150,1,0.0
Khan Foods,Mughlai,400,1,0.0
Kumar Sweet House,"Mithai, Street Food",150,1,0.0
Negi Restaurant,North Indian,150,1,0.0
Old Delhi Food Factory,Mughlai,500,2,0.0
Parantha Point,North Indian,100,1,0.0
R.P.W Pizza,Pizza,300,1,0.0
Rajdhani Restaurant,North Indian,400,1,0.0
Roll's World,Fast Food,200,1,0.0
Shree Krishna Dhaba,"North Indian, South Indian",100,1,0.0
Taj Chicken Point,"North Indian, Mughlai",400,1,0.0
Domino's Pizza,"Pizza, Fast Food",700,2,2.3
Delhi 6 - Royal Cuisine Of The Walled City,Mughlai,500,2,4.1
Food Hub,"Bakery, Fast Food",150,1,3.0
RR China Tawun,Chinese,250,1,0.0
Aka Saka,"Chinese, Japanese",1200,3,3.3
Anil Mishtan Wala,"Mithai, Street Food",100,1,3.1
Barista,Cafe,650,2,3.3
Cafe 1 Fast Food,"Fast Food, Street Food",200,1,3.0
Cake Central - Premier Cake Design Studio,"Bakery, Desserts",300,1,3.4
Chawla's Tandoori Junction,"North Indian, Chinese, Mughlai",600,2,3.3
Chawnsan Chef,"Mughlai, North Indian, Chinese",700,2,3.4
Choco Kraft,"Bakery, Desserts",300,1,3.2
Colonel's Kababz,"North Indian, Mughlai",900,2,3.2
Confectionately Seerat's,"Bakery, Desserts",600,2,3.2
Country Curries,"North Indian, Bengali",700,2,2.7
Domino's Pizza,"Pizza, Fast Food",700,2,2.5
Duggal's Rasoi,"North Indian, Mughlai",600,2,3.4
Firefly India,"Bakery, Desserts",500,2,3.4
Fluffles - The Fluffy Waffle Co.,Desserts,300,1,2.5
Giani's,"Ice Cream, Desserts",400,1,2.8
Giani,"Ice Cream, Desserts",400,1,3.3
Green Chick Chop,"Raw Meats, North Indian, Fast Food",350,1,2.7
Gulshan Fish & Chicken Fry,North Indian,450,1,3.2
Kitchen22,Fast Food,500,2,3.1
La Chocoallure,Desserts,250,1,2.9
Little Dragon,"Fast Food, Chinese",300,1,2.9
Maddi Sweet Centre,"Mithai, Street Food",150,1,3.2
Man Vs Food The Kitchen,"North Indian, Mughlai",600,2,3.1
MB's,"Continental, Chinese, North Indian",1600,3,3.1
Moet's Sizzlers,Continental,1600,3,3.0
Oberoi's,"North Indian, Mughlai",450,1,3.2
Punjabee's Darbar,"North Indian, Chinese",550,2,3.3
Qureshi's Kabab Corner,"North Indian, Mughlai",600,2,3.4
Saleem's Restaurant,"North Indian, Mughlai, Chinese",600,2,3.2
Suri Saab Restaurant,"North Indian, Chinese, Mughlai",600,2,3.0
The Sweet Boutique,Bakery,300,1,3.3
Tibb's Frankie,Fast Food,300,1,3.2
Veg Ex,North Indian,500,2,3.4
Zaaika Junction,"North Indian, Mughlai, Chinese",500,2,2.6
28 Capri Italy,Italian,1500,3,3.9
4S Chinese Restaurant,"Chinese, Thai",700,2,3.5
Amici Cafe,"Cafe, Italian",1200,3,3.6
Angels in my Kitchen,"Bakery, Desserts, Fast Food",350,1,3.8
Arabian Delites,"Lebanese, Arabian",600,2,3.6
Baskin Robbins,Ice Cream,300,1,3.7
Cafe Brown Sugar,"Cafe, Italian, Chinese",1000,3,3.7
Chakhnaa Wala,"Mughlai, Fast Food",400,1,3.5
Cocoberry,Desserts,300,1,3.6
Concept,"North Indian, Mughlai, Chinese",600,2,3.9
Deez Biryani & Kebabs,"Biryani, North Indian, Mughlai",800,2,3.7
Def Col Social,"Continental, American, Asian, North Indian",1600,3,3.9
D�_ner Grill,"Fast Food, Turkish",900,2,3.8
Hong Kong Express,"Chinese, Thai",700,2,3.8
Kent's Fast Food,"Burger, Fast Food",500,2,3.7
Koyla Kebab,"North Indian, Mughlai",700,2,3.6
Meraki Cafe & Bar,"North Indian, Continental, Chinese, Italian",1400,3,3.6
Milk Patisserie,"Bakery, Desserts",300,1,3.8
Moets Curry Leaf,"North Indian, Mughlai, Kashmiri",1500,3,3.5
Moets Oh! Bao,"Chinese, Japanese, Thai",1200,3,3.6
Moets Shack,"Seafood, Continental, European",1800,3,3.7
Moets Stone,Italian,2000,4,3.8
Moti Mahal Delux,"North Indian, Mughlai, Chinese",1000,3,3.8
Nizam's Kathi Kabab,"North Indian, Fast Food",900,2,3.8
NYC.PIE,"Italian, Pizza",900,2,3.8
Raro,"Cafe, Bakery",800,2,3.7
Sagar Ratna,"North Indian, Chinese",600,2,3.7
Subway,"American, Fast Food, Salad, Healthy Food",500,2,3.6
Swagath,"North Indian, Chinese, South Indian, Seafood, Chettinad",1500,3,3.9
The Jugaad Cafe Bar,"North Indian, Chinese, Continental",1800,3,3.8
Chicken Biryani Centre,Biryani,200,1,0.0
Ekta Restaurant,North Indian,200,1,0.0
Garam Masala,North Indian,300,1,0.0
Gulati Food Corner,Chinese,150,1,0.0
Kolkatta Kathi Roll,"North Indian, Fast Food",150,1,0.0
Muradabadi Shahi Biryani & Chicken Corner,Mughlai,400,1,0.0
Rara Dragon,Chinese,500,2,0.0
Mehfil,"North Indian, Mughlai",600,2,2.4
Bonne Bouche,"Italian, French",1750,3,4.1
Cafe Yell,"Cafe, Continental, Italian",1000,3,4.4
Defence Bakery,"Bakery, Fast Food",400,1,4.1
Desi Vibes,"North Indian, Mughlai",1500,3,4.0
Ek Bar,Modern Indian,1700,3,4.1
Hwealthcafe,"Cafe, Healthy Food, Continental",800,2,4.1
Kathputli,Rajasthani,900,2,4.1
Kulfiano,Ice Cream,200,1,4.0
Number 31,"Continental, Asian, Sushi",1600,3,4.2
RoadRomeo,"North Indian, Hyderabadi, Kashmiri, Chinese",1650,3,4.0
Sagar Ratna,"South Indian, North Indian, Chinese",600,2,4.0
The Culinary Pitaara,"North Indian, Chinese",900,2,4.2
Whipped,"Bakery, Desserts",550,2,4.2
Milko's,"Street Food, Mithai",200,1,0.0
Mom's Bake,"Bakery, Fast Food",200,1,0.0
RV Restaurant,"North Indian, Chinese, South Indian",300,1,0.0
Turning Point Fast Food,"South Indian, Chinese, Continental",600,2,0.0
A Vaishno Bhojnalaya,North Indian,100,1,3.1
Aim Delhi Cafe,Cafe,400,1,3.4
Apni Rasoi,"North Indian, Chinese",400,1,2.8
Blue Bull Cafe,"Cafe, North Indian, Chinese",800,2,2.8
Cafe Bethak,"Cafe, Continental, Chinese",600,2,3.4
Cafe Coffee Day,Cafe,450,1,3.4
Cafe Coffee Day,Cafe,450,1,3.2
Chakhlo Food Court,"North Indian, South Indian, Chinese, Street Food, Fast Food",300,1,2.6
Domino's Pizza,"Pizza, Fast Food",700,2,2.5
Frontier,"Bakery, Desserts",200,1,3.0
Good Foods,"North Indian, Fast Food, Chinese",300,1,3.3
Grain Bell Restaurant,"North Indian, Chinese",450,1,2.8
Green Chick Chop,"Raw Meats, North Indian, Fast Food",350,1,3.1
Grover's - The Baker Shop,"Bakery, Fast Food",100,1,3.0
Hookups Cafe & Lounge,"Chinese, Continental, North Indian",850,2,3.3
Jai Hind Dairy,Mithai,100,1,2.8
Kaveri,North Indian,300,1,3.3
Khushboo Vaishno Dhaba,North Indian,150,1,2.9
Korea Restaurant,Korean,900,2,3.0
Kukkad Nukkad,North Indian,600,2,3.0
Metro Fast Food,"Chinese, Fast Food",350,1,2.6
Mughlai Flavours,Mughlai,300,1,3.2
Pitstop,"North Indian, Mughlai, Chinese",600,2,3.3
Pizza Hut,"Italian, Pizza, Fast Food",1000,3,3.4
Prince Snacks & Momo's Point,Chinese,300,1,3.4
Qash Retro Bar,"Finger Food, North Indian, Italian",2000,4,2.7
Red Chillies,Fast Food,250,1,3.3
Samrat Bakers,"Bakery, Fast Food",200,1,2.6
Samrat Restaurant,"North Indian, Chinese, South Indian, Fast Food",700,2,3.4
Shammi Bhai Lassi Wala,"Chinese, Beverages",400,1,3.2
Shooters Lounge and Bar,"North Indian, Chinese",1100,3,2.7
Singh Ching,"North Indian, Chinese, Mughlai",600,2,3.4
Southy,South Indian,450,1,2.6
Take n Taste Shawarma Zone,Fast Food,100,1,3.0
The Night Owl,Chinese,450,1,2.8
Tilak's The Diners,"North Indian, Chinese, Fast Food",700,2,3.1
Spezia Bistro,"Cafe, Continental, Chinese, Italian",900,2,4.6
Cent Percent The Pastry Shop,"Bakery, Fast Food",250,1,3.6
For God's Cake,Bakery,250,1,3.9
Laxmi Ice Cream,"Ice Cream, Desserts",150,1,3.7
Mirch Masala MM Cafe,"North Indian, Chinese, Cafe",550,2,3.7
Moh Maya Cafe,"North Indian, Continental, Chinese, Italian, Lebanese",1000,3,3.7
QD's Restaurant,"Chinese, North Indian, Fast Food, Italian",800,2,3.9
SuperHero Cafe,"Cafe, Chinese, Italian",550,2,3.8
Suresh Fast Food,"North Indian, Chinese",250,1,3.7
Wood Box Cafe,"Cafe, Fast Food, Italian, Chinese",650,2,3.8
Best Biryani,Mughlai,400,1,0.0
Derawal Soda Fountain,Beverages,100,1,0.0
Eat & Gulp,"Fast Food, Italian",300,1,0.0
L.N Live Kitchen,"Chinese, Fast Food",300,1,0.0
Papa Buns,Cafe,250,1,0.0
Preet Fast Foods,Street Food,50,1,0.0
Sikkim Chinese Food,Chinese,350,1,0.0
Tawa King,North Indian,350,1,0.0
The Pork Shop,Chinese,400,1,0.0
TiffinToons,"North Indian, South Indian",200,1,0.0
Vaishno Rasoi,North Indian,350,1,0.0
Sagar Ratna,"South Indian, North Indian, Chinese",600,2,2.4
Slice of Italy,"Italian, Pizza, Bakery",700,2,2.4
Bakar The Cafe,Cafe,400,1,4.1
Indus Flavour,"North Indian, Chinese, Cafe",700,2,4.1
Raw Creams,"Ice Cream, Desserts, Beverages",250,1,4.3
Ricos,"Cafe, Mexican, American, Italian, Lebanese, Continental",900,2,4.3
The Hudson Cafe,"Cafe, Italian, Continental, Chinese",850,2,4.4
YOLO 21,"Cafe, Italian, Continental",700,2,4.2
Assam Food Stall,"Assamese, Chinese",400,1,2.8
Darbar E Awadh,"North Indian, Mughlai",750,2,3.2
Hotel Tamil Nadu,South Indian,350,1,3.1
Incrivel Goa,Goan,700,2,2.5
Lakshadweep,"North Indian, Chinese, South Indian",200,1,2.8
Odisha,Oriya,450,1,3.1
Rajasthan Food Stall No. 1,"Rajasthani, North Indian",400,1,3.4
Shillong View,Chinese,350,1,3.0
Wazwan,Kashmiri,700,2,3.1
Zayaka,"Chinese, North Indian, Fast Food",450,1,2.8
Bihar ki Rasoi,Bihari,500,2,3.5
Bijoli Grill,"Bengali, North Indian, Chinese",800,2,3.7
Maharashtra Food Stall,Maharashtrian,350,1,3.6
Manipur Food Stall,"Chinese, Fast Food",450,1,3.6
Momo Mia,Chinese,400,1,3.8
Mother Dairy Ice Cream,"Desserts, Ice Cream, North Indian",250,1,3.5
Nagaland,"Chinese, Naga",800,2,3.7
Navdanya Organic Food Cafe,North Indian,450,1,3.5
Tashi Delek Food Stall,"Chinese, Tibetan",400,1,3.5
Punjabi Rasoi,North Indian,700,2,2.3
Aggarwal Bikaner Sweets,"Mithai, Street Food",350,1,3.0
Angels Kitchen,"North Indian, Mughlai, Chinese",500,2,3.2
Bedi's Kabab Corner,"Mughlai, North Indian",500,2,3.2
Bravo Diet Food and Nutrition,Healthy Food,300,1,3.0
Chacha Chicken,North Indian,600,2,2.8
Chao Cart,"Chinese, Fast Food",350,1,3.3
Chimney,North Indian,400,1,2.9
Chutneez Ishtyle Bar and Dining,"North Indian, Chinese, Mughlai",1200,3,3.3
Deep Chicken Point,North Indian,600,2,3.0
Domino's Pizza,"Pizza, Fast Food",700,2,3.3
Govind Dhaba,North Indian,200,1,3.4
Huddle Cafe,"Fast Food, Beverages",250,1,3.4
Kovilakam,"South Indian, North Indian",400,1,3.2
Mathur's Kitchen,North Indian,450,1,2.6
McDonald's,"Fast Food, Burger",500,2,3.3
New South Indian Hut,South Indian,300,1,3.1
Night Bite,"North Indian, Chinese, Continental",500,2,2.6
Pizza Station,"Pizza, Fast Food",300,1,3.0
Pummy Restaurant,"North Indian, South Indian",500,2,2.7
Republic of Chicken,"Raw Meats, Fast Food",400,1,3.0
Salt N' Pepper,"North Indian, Chinese",500,2,2.7
Shahi Zaikaa,"North Indian, Mughlai",800,2,3.0
Shubham,"Fast Food, North Indian, South Indian, Chinese",350,1,2.7
South Indian Corner,South Indian,200,1,3.3
Sultan Food,Mughlai,300,1,3.1
Uncle Bakery,"Bakery, Fast Food",100,1,3.1
Urban Chopstick,Chinese,400,1,2.6
Urban Kabab,"North Indian, Chinese",600,2,3.1
Urban Punjab,"North Indian, Chinese",600,2,3.2
Haldiram's,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,2,3.5
Pizza Hut Delivery,"Italian, Pizza, Fast Food",800,2,3.6
Aggarwal Sweet Corner,"Mithai, Street Food",150,1,0.0
Amritsari Naan Hut,North Indian,200,1,0.0
Annapurna Bhojnalaya,North Indian,200,1,0.0
Asia,North Indian,500,2,0.0
Bablu Chinese Food,Fast Food,200,1,0.0
Bikaner Rasoi,North Indian,400,1,0.0
Crazzy Bite,Chinese,400,1,0.0
Da Pizza Farm,Italian,400,1,0.0
Dada Ka,"Mughlai, Chinese",250,1,0.0
Friends N Foods,Chinese,300,1,0.0
Hot N Fresh Pizza,Pizza,400,1,0.0
Kake Di Chap,Fast Food,400,1,0.0
Kathi Junction,Fast Food,250,1,0.0
KSG,Mughlai,300,1,0.0
Mahavrer Chap Express,North Indian,300,1,0.0
Mamma Drools,North Indian,200,1,0.0
Pawan Foods,"Chinese, North Indian",500,2,0.0
Pizza Hub,Pizza,350,1,0.0
Prem Rasoi,North Indian,400,1,0.0
Sanjha Chulah Babe Da,North Indian,350,1,0.0
Shakun Cook-Du-Ku,"Chinese, North Indian",300,1,0.0
The Taste of Punjab,"Chinese, North Indian",350,1,0.0
Vaishno Bhojanalaya,"North Indian, Chinese",250,1,0.0
Wrap N Roll,Chinese,300,1,0.0
Zaika-E-Chaap Express,North Indian,250,1,0.0
Slice of Italy,"Italian, Pizza, Bakery",700,2,2.3
Bemisaal,"North Indian, Chinese",800,2,3.4
Grillz,Fast Food,500,2,2.5
Tandoor Ka Zaika,"North Indian, Chinese, Fast Food",400,1,2.6
The Barley House,"Mexican, North Indian, European, Chinese, Italian",1200,3,3.4
Muffins,"Bakery, Fast Food",300,1,3.5
Dilli Darbar,"North Indian, Chinese",1200,3,2.3
Cafe Coffee Day,Cafe,450,1,3.0
Domino's Pizza,"Pizza, Fast Food",700,2,3.0
Kings Kulfi,Ice Cream,150,1,3.3
McDonald's,"Fast Food, Burger",500,2,3.6
Tibb's Frankie,Fast Food,350,1,0.0
Cafe E,"Cafe, Continental",1600,3,3.5
Cha-Shi,"Thai, Chinese, Asian, Malaysian",1500,3,3.8
Habibi,"Middle Eastern, Mediterranean, North Indian",1800,3,3.1
Tikka Town,North Indian,550,2,2.8
4700BC Popcorn,Fast Food,400,1,3.8
Al Zaitoon,"Lebanese, Mediterranean, Arabian",850,2,3.5
Dunkin' Donuts,"Burger, Desserts, Fast Food",600,2,3.8
Foodhall,"Bakery, Italian, Chinese, Mexican",700,2,3.9
Haldiram's,"Street Food, North Indian, South Indian, Chinese, Mithai",350,1,3.7
TGI Friday's,"American, Tex-Mex",2500,4,3.7
The Beer Cafe,"Finger Food, North Indian, Italian",1200,3,3.5
Big Chill,"Italian, Continental, European, Cafe",1500,3,4.4
Cinnabon,"Desserts, Cafe",400,1,4.1
RollsKing,Fast Food,400,1,4.1
Tikka Town,North Indian,550,2,3.2
Cafe Brown Sugar,Fast Food,750,2,3.6
Chaayos,"Cafe, Tea",400,1,3.9
Cinnabon,"Desserts, Cafe",400,1,3.9
Foodhall,"Bakery, Italian, Chinese, Mexican",700,2,3.7
Haldiram's,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,2,3.7
Keventers,Beverages,400,1,3.8
Krispy Kreme,"Desserts, Beverages",350,1,3.9
L'Opera,"Bakery, Desserts, Fast Food",400,1,3.8
Mad Over Donuts,Desserts,450,1,3.7
Starbucks,Cafe,700,2,3.9
The Beer Cafe,"Finger Food, North Indian, Italian",1250,3,3.8
Ooh Lala !,"American, Fast Food, Desserts",500,2,4.0
Domino's Pizza,"Pizza, Fast Food",700,2,2.7
Flaming Wok,"Chinese, Seafood",1500,3,2.7
Frontier,Bakery,200,1,3.0
Haldiram's,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",300,1,3.6
McDonald's,"Fast Food, Burger",500,2,3.5
Meatwale.com,"North Indian, Indian",300,1,0.0
Subway,"American, Fast Food, Salad, Healthy Food",500,2,2.4
Twenty Four Seven,"Fast Food, North Indian",300,1,2.9
Wah Ji Wah,North Indian,350,1,2.9
Aggarwal Sweets,Mithai,100,1,2.7
Al-Malik,"North Indian, Mughlai, Chinese",600,2,3.2
Bikaner Sweets,"Street Food, South Indian, Mithai",200,1,2.8
Cafe Coffee Day,Cafe,450,1,2.7
Delhi Rasoi,"North Indian, Chinese, South Indian",500,2,3.3
Food Land,"North Indian, Chinese",300,1,3.2
Froshier Fruits,Healthy Food,100,1,3.0
Govinda's Confectionery,Bakery,150,1,3.1
Halka Fulka,Fast Food,400,1,3.1
Hasty Tasty,Chinese,300,1,2.8
Ikreate,Bakery,400,1,3.1
Khan's Dilli-6 Biryani,"Biryani, Mughlai",500,2,3.0
Kolkata Hot Kathi Roll,North Indian,250,1,2.7
Kowloon Express,"North Indian, Italian, Chinese, Fast Food",400,1,3.4
LaDiDa,"Bakery, Desserts",500,2,3.2
Litti.In,Bihari,300,1,2.8
Mughals Rasoi,"North Indian, Mughlai, Chinese",700,2,3.2
Naagar Foods,North Indian,200,1,3.1
Novelty Chicken Corner,"North Indian, Mughlai",650,2,3.3
Raju Vaishnav Dhaba,"North Indian, South Indian",350,1,3.2
Republic of Chicken,"Raw Meats, Fast Food",400,1,2.9
Shiv Shakti Vaishno Bhojnalaya,North Indian,500,2,3.1
Spice Tree,"North Indian, Mughlai, Chinese",400,1,2.7
Vadapav Junction,Maharashtrian,350,1,3.2
Zaaika Junction,"Chinese, Mughlai, North Indian",500,2,3.1
17 Degree Food Service,North Indian,260,1,0.0
Aggarwal Eating Point,"Street Food, Mithai",150,1,0.0
Al- Laziz,Mughlai,500,2,0.0
Al- Sheikh,"Afghani, Mughlai, Chinese",500,2,0.0
Anupama Sweets & Restaurant,"North Indian, Mithai",400,1,0.0
Aurangzeb,"Mughlai, Chinese",500,2,0.0
Da Pizza Corner,"Fast Food, Pizza",600,2,0.0
Delhi Food Adda,"Chinese, North Indian",400,1,0.0
Delhi Lazeez,North Indian,500,2,0.0
Delhi Pizza Corner,"Pizza, Fast Food",100,1,0.0
Dessert Carte,"Bakery, Desserts",500,2,0.0
Firangi Mithai,Bakery,250,1,0.0
Ghar Ka Khana,North Indian,100,1,0.0
Heera Chicken Corner,Fast Food,300,1,0.0
Jagram Dhaba,North Indian,150,1,0.0
Janaab,"Awadhi, Mughlai, North Indian",600,2,0.0
K.K. Fast Food Service,North Indian,200,1,0.0
Kasur Khyon,"Mughlai, Chinese",500,2,0.0
Kitchen King,"North Indian, Mughlai, Chinese",450,1,0.0
Laziz Chinese Fast Food,Chinese,300,1,0.0
Munch Brunch Cafe,"Street Food, Chinese",400,1,0.0
Piyu Fast Food,Chinese,300,1,0.0
Punjabi Tandoor,North Indian,300,1,0.0
Roll Corner,Fast Food,200,1,0.0
Sher-e-Punjab,"North Indian, Chinese, Fast Food",450,1,0.0
Test Restaruants for Medio,"Chinese, Lucknowi",800,2,0.0
Uncle Sam,North Indian,200,1,0.0
Vijay Store,"Fast Food, Street Food",200,1,0.0
Viya Cupcakery,"Bakery, Desserts",500,2,0.0
Zaika Muradabadi,Biryani,200,1,0.0
Asian Haus,"Chinese, Thai, Asian, Malaysian, Vietnamese, Japanese",1500,3,4.1
Bake Club,Bakery,250,1,3.2
Barichi,"North Indian, Chinese, South Indian",1000,3,2.9
Barista,Cafe,650,2,3.2
Baskin Robbins,Ice Cream,300,1,2.6
Bite & More,"Fast Food, North Indian",350,1,3.3
Blue Water Grille Express,"North Indian, Mughlai, Chinese, Seafood",700,2,2.6
Brainfreezzers,"North Indian, Chinese",500,2,3.0
Caboose X Cafe & Lounge,"Fast Food, Cafe",700,2,3.2
Cafe Buddy's,Fast Food,100,1,2.9
Cafe Coffee Day,Cafe,450,1,2.9
Chinese Food,Chinese,300,1,3.1
Chinese King,"North Indian, Mughlai, Chinese",400,1,2.5
Cocoberry,Desserts,300,1,3.3
Eggless Dukes,"Bakery, Desserts",200,1,3.1
Empire The Meat Shop,"Raw Meats, Fast Food",400,1,3.3
FOG Cafe and Lounge,Cafe,500,2,3.0
Forty 3 East,"North Indian, Mughlai, Continental",1100,3,3.2
Green Chick Chop,"Raw Meats, North Indian, Fast Food",350,1,3.3
Gyan's,North Indian,550,2,3.4
Indi-QUE,"North Indian, Mughlai, Chinese",1400,3,3.3
Keventers,Beverages,400,1,3.0
Pick Fresh Fish,"Raw Meats, Fast Food",400,1,3.2
Sat Guru Dhaba,North Indian,350,1,2.6
Sharazz,"Chinese, Cafe, Fast Food",700,2,3.2
Spice Box,North Indian,250,1,3.4
The Baithak's,"North Indian, Chinese, Mughlai",1000,3,3.2
The Taste of India,"Continental, Chinese, North Indian, Healthy Food",400,1,3.2
Twenty Four Seven,"Fast Food, North Indian",300,1,3.0
Wrapss,"Chinese, Fast Food",350,1,3.1
Domino's Pizza,"Pizza, Fast Food",700,2,3.5
Dunkin' Donuts,"Burger, Desserts, Fast Food",600,2,3.6
Naivedyam,South Indian,500,2,3.6
Punjabi Chaap Corner,North Indian,300,1,3.5
Rice Bowl,"Chinese, Seafood",1100,3,3.7
The Diet Kitchen,"Continental, Healthy Food",700,2,3.9
The Yellow Chef,"Chinese, Fast Food",350,1,3.7
Tsui Wong,"Chinese, Thai, Seafood",800,2,3.8
VC's Food Paradise,"North Indian, Fast Food, Mughlai",500,2,3.5
WeDesi Flavours,"Healthy Food, Fast Food",350,1,3.9
Hardwari,Mithai,300,1,0.0
Johny's Vada Pav,Street Food,150,1,0.0
My Kind Of Cafe,"Cafe, Continental",600,2,0.0
